Gene	sgRNA	L2_F2|beta	L2_F2|z	L2_F2|p-value	L2_F2|fdr	L2_F2|wald-p-value	L2_F2|wald-fdr	L2_F3|beta	L2_F3|z	L2_F3|p-value	L2_F3|fdr	L2_F3|wald-p-value	L2_F3|wald-fdr	L2_F4|beta	L2_F4|z	L2_F4|p-value	L2_F4|fdr	L2_F4|wald-p-value	L2_F4|wald-fdr
BRD4	6	0.015611	0.40818	0.84536	0.98969	0.68314	0.91328	-0.01907	-0.49862	0.4433	0.91489	0.61805	0.86608	0.042118	1.1012	0.34021	1	0.27081	0.66978
BRD7	6	0.032776	0.74319	0.34021	0.98969	0.45737	0.91328	0.075511	1.7121	0.020619	0.4	0.08687	0.76603	0.029801	0.67572	0.48454	1	0.49922	0.84331
BRD8	6	0.015171	0.44423	0.85567	0.98969	0.65688	0.91328	0.035891	1.0509	0.31959	0.91304	0.2933	0.81102	0.043212	1.2653	0.29897	1	0.20578	0.6547
BRD9	6	0.034203	1.4198	0.31959	0.98969	0.15567	0.91328	-0.00033845	-0.01405	0.79381	0.97468	0.98879	0.98879	-0.031294	-1.2991	0.39175	1	0.19391	0.6547
DNMT1	6	0.029166	0.89187	0.43299	0.98969	0.37246	0.91328	0.066317	2.0279	0.072165	0.7	0.042575	0.45887	-0.0076981	-0.2354	0.70103	1	0.8139	0.96278
DNMT3A	6	0.099063	1.7299	0	0	0.083656	0.84576	0.11929	2.083	0	0	0.037252	0.45168	0.10481	1.8302	0.010309	0.25	0.067223	0.42335
DNMT3B	6	0.051316	1.142	0.14433	0.98969	0.25344	0.91328	0.061546	1.3697	0.072165	0.7	0.17079	0.7772	0.082736	1.8412	0.030928	0.6	0.065589	0.42335
DNMT3L	6	0.013232	0.43489	0.91753	0.98969	0.66364	0.91328	0.031288	1.0283	0.39175	0.91304	0.30379	0.81102	0.0009144	0.030054	0.8866	1	0.97602	0.9915
KMT2A	6	-0.0069963	-0.28374	0.65979	0.98969	0.77661	0.95356	0.0035434	0.1437	0.89691	0.97917	0.88574	0.95816	-0.054724	-2.2194	0.2268	1	0.02646	0.42335
KMT2B	6	0.045984	1.2026	0.19588	0.98969	0.22915	0.91328	0.046868	1.2257	0.18557	0.91304	0.22033	0.7772	0.048421	1.2663	0.24742	1	0.20542	0.6547
KMT2C	6	0.039225	0.99946	0.24742	0.98969	0.31757	0.91328	0.02645	0.67394	0.43299	0.91304	0.50035	0.85147	0.06875	1.7517	0.082474	1	0.079827	0.42335
KMT2D	6	-0.050781	-1.608	0.18557	0.98969	0.10783	0.84576	0.0060395	0.19123	0.95876	0.97917	0.84834	0.9351	0.01483	0.46957	0.85567	1	0.63866	0.89847
KMT2E	6	0.060427	1.1685	0.082474	0.98969	0.24259	0.91328	0.073508	1.4215	0.020619	0.4	0.15518	0.7772	0.047102	0.91086	0.24742	1	0.36237	0.79268
BCL6	6	0.03747	1.6121	0.26804	0.98969	0.10694	0.84576	0.027421	1.1798	0.42268	0.91304	0.23809	0.7772	0.0084365	0.36298	0.98969	1	0.71662	0.91464
EZH1	6	-0.017977	-0.81243	0.4433	0.98969	0.41655	0.91328	-0.0021283	-0.096185	0.73196	0.97468	0.92337	0.97356	-0.036849	-1.6654	0.3299	1	0.095841	0.44269
EZH2	6	0.033848	0.94653	0.31959	0.98969	0.34388	0.91328	-0.0096915	-0.27102	0.60825	0.97468	0.78637	0.93223	-0.00017074	-0.0047746	0.86598	1	0.99619	0.99619
JARID2	6	0.0099137	0.44057	0.97938	0.98969	0.65952	0.91328	-0.013719	-0.60968	0.51546	0.97468	0.54208	0.86608	0.034298	1.5242	0.46392	1	0.12747	0.53757
DOT1L	6	0.037838	1.1813	0.26804	0.98969	0.23747	0.91328	0.040273	1.2574	0.28866	0.91304	0.20862	0.7772	-0.034378	-1.0734	0.35052	1	0.2831	0.66978
EED	6	-0.017553	-0.69232	0.4433	0.98969	0.48874	0.91328	-0.005031	-0.19842	0.69072	0.97468	0.84271	0.9351	0.036989	1.4588	0.40206	1	0.14462	0.58451
SUZ12	6	-0.011165	-0.30315	0.56701	0.98969	0.76177	0.94733	0.021765	0.59095	0.58763	0.97468	0.55456	0.86608	0.0092087	0.25003	1	1	0.80256	0.96109
AEBP1	6	-0.012517	-0.64707	0.51546	0.98969	0.51759	0.91328	0.016328	0.84407	0.71134	0.97468	0.39863	0.83543	0.01083	0.55983	0.94845	1	0.57559	0.89847
AEBP2	6	0.071958	1.2526	0.041237	0.8	0.21035	0.91328	-0.029223	-0.50873	0.30928	0.91304	0.61094	0.86608	0.10992	1.9133	0.010309	0.25	0.055712	0.42335
RBBP4	6	0.030298	0.87222	0.39175	0.98969	0.38309	0.91328	0.017658	0.50834	0.6701	0.97468	0.61121	0.86608	0.058376	1.6805	0.18557	1	0.09286	0.44269
PHF1	6	0.011238	0.45198	0.95876	0.98969	0.65128	0.91328	-0.023065	-0.92769	0.37113	0.91304	0.35357	0.81658	0.0077493	0.31167	0.97938	1	0.75529	0.93282
EP300	6	-0.025378	-0.59285	0.36082	0.98969	0.55328	0.91328	0.030892	0.72164	0.39175	0.91304	0.47051	0.85147	0.01464	0.34199	0.8866	1	0.73236	0.92259
ASH1L	6	0.028261	1.0156	0.4433	0.98969	0.30984	0.91328	0.019829	0.71256	0.62887	0.97468	0.47612	0.85147	0.059424	2.1353	0.16495	1	0.032733	0.42335
EHMT1	6	0.025761	0.68918	0.51546	0.98969	0.49071	0.91328	0.03888	1.0402	0.29897	0.91304	0.29826	0.81102	0.06487	1.7354	0.10309	1	0.082666	0.42335
EHMT2	6	0.0074908	0.18006	0.95876	0.98969	0.85711	0.96733	0.05077	1.2203	0.13402	0.91304	0.22235	0.7772	0.033534	0.80603	0.48454	1	0.42023	0.8418
PRDM2	6	0.032171	0.94292	0.35052	0.98969	0.34572	0.91328	0.0434	1.272	0.2268	0.91304	0.20337	0.7772	0.042843	1.2557	0.31959	1	0.20923	0.6547
NSD1	6	0.054669	1.7379	0.13402	0.98969	0.082221	0.84576	0.040811	1.2974	0.28866	0.91304	0.1945	0.7772	0.039886	1.268	0.35052	1	0.2048	0.6547
SOX9	6	-0.23102	-1.908	0	0	0.056386	0.84576	-0.3584	-2.9604	0	0	0.0030728	0.099353	-0.40436	-3.3401	0	0	0.00083754	0.040621
PROM1	6	0.0046698	0.83246	0.8866	0.98969	0.40515	0.91328	0.008419	1.5008	0.96907	0.97917	0.13341	0.7772	0.0041958	0.74796	0.92784	1	0.45448	0.84331
KRT20	6	-0.016863	-2.1476	0.45361	0.98969	0.031747	0.84576	-0.021225	-2.7031	0.40206	0.91304	0.0068702	0.1666	-0.0062611	-0.79737	0.72165	1	0.42524	0.8418
LRIG1	6	0.00061021	0.11954	0.85567	0.98969	0.90485	0.96733	0.0075384	1.4768	1	1	0.13973	0.7772	0.0098624	1.932	0.95876	1	0.053354	0.42335
CTRL0001	1	0.012243	1.1068	0.82474	0.98969	0.26837	0.91328	0.0030201	0.27303	0.96907	0.97917	0.78483	0.93223	-0.00040269	-0.036406	0.84536	1	0.97096	0.9915
CTRL0002	1	-0.010962	-1.0995	0.74227	0.98969	0.27154	0.91328	0.0011222	0.11254	0.94845	0.97917	0.91039	0.97042	-0.0016896	-0.16945	0.82474	1	0.86545	0.98015
CTRL0003	1	-0.0066026	-0.79751	0.78351	0.98969	0.42516	0.91328	-0.0040468	-0.48877	0.84536	0.97917	0.62501	0.86608	-0.0037867	-0.45734	0.75258	1	0.64743	0.89847
CTRL0004	1	-0.0015683	-0.20569	0.8866	0.98969	0.83704	0.96733	0.0022145	0.29042	0.95876	0.97917	0.7715	0.93223	0.0071413	0.93649	0.98969	1	0.34902	0.78732
CTRL0005	1	-0.0035935	-0.4391	0.83505	0.98969	0.66059	0.91328	-0.0068135	-0.83251	0.78351	0.97468	0.40512	0.83543	-0.003541	-0.43265	0.76289	1	0.66527	0.89847
CTRL0006	1	0.00031294	0.024465	0.93814	0.98969	0.98048	0.98048	-0.0058943	-0.46079	0.80412	0.975	0.64495	0.86889	-0.013869	-1.0842	0.63918	1	0.27828	0.66978
CTRL0007	1	0.0035617	0.16988	0.94845	0.98969	0.86511	0.96733	-0.01442	-0.68777	0.71134	0.97468	0.4916	0.85147	-0.021284	-1.0152	0.56701	1	0.31003	0.71602
CTRL0008	1	0.0026536	0.44732	0.98969	0.98969	0.65464	0.91328	0.0002622	0.044197	0.93814	0.97917	0.96475	0.98506	-0.003833	-0.64608	0.75258	1	0.51823	0.852
CTRL0009	1	-0.0055431	-0.24027	0.81443	0.98969	0.81012	0.96733	-0.010793	-0.46783	0.76289	0.97468	0.6399	0.86889	-0.026059	-1.1296	0.52577	1	0.25865	0.66978
CTRL0010	1	0.00082229	0.13827	0.94845	0.98969	0.89003	0.96733	-0.0013222	-0.22231	0.91753	0.97917	0.82407	0.9351	-0.0044165	-0.74258	0.75258	1	0.45774	0.84331
ROSA26	10	0.0020949	0.6752	0.94845	0.98969	0.49955	0.91328	0.0025723	0.82905	0.86598	0.97917	0.40708	0.83543	0.0036374	1.1723	0.96907	1	0.24107	0.66978
CCR5	10	0.0088916	1.8467	0.83505	0.98969	0.064791	0.84576	0.01544	3.2067	0.69072	0.97468	0.0013426	0.065116	0.01061	2.2036	0.82474	1	0.027549	0.42335
AAVS1	10	0.0032564	0.87528	0.98969	0.98969	0.38142	0.91328	0.0045783	1.2306	0.91753	0.97917	0.21847	0.7772	0.0076244	2.0494	0.89691	1	0.040427	0.42335
EGFP	6	-0.0014029	-0.54693	0.84536	0.98969	0.58443	0.91328	-0.00080803	-0.315	0.79381	0.97468	0.75276	0.93223	0.0012252	0.47763	0.8866	1	0.63292	0.89847
mKate2	6	-0.54267	-2.5749	0	0	0.010026	0.84576	-0.72613	-3.446	0	0	0.00056888	0.055181	-0.81088	-3.8486	0	0	0.00011879	0.011522
