Gene	sgRNA	L3_F2|beta	L3_F2|z	L3_F2|p-value	L3_F2|fdr	L3_F2|wald-p-value	L3_F2|wald-fdr	L3_F3|beta	L3_F3|z	L3_F3|p-value	L3_F3|fdr	L3_F3|wald-p-value	L3_F3|wald-fdr	L3_F4|beta	L3_F4|z	L3_F4|p-value	L3_F4|fdr	L3_F4|wald-p-value	L3_F4|wald-fdr
SIRT4	6	0.042841	1.6312	0.29897	0.98958	0.10284	0.62477	-0.026911	-1.0249	0.53608	1	0.30543	0.81815	-0.065902	-2.5097	0.26804	0.98969	0.012083	0.19648
SIRT5	6	0.032431	1.2739	0.49485	0.98958	0.20269	0.75619	0.038156	1.4989	0.47423	1	0.13389	0.72152	-0.011738	-0.46113	0.71134	0.98969	0.6447	0.87426
SIRT6	6	-0.012407	-0.60626	0.71134	0.98958	0.54434	0.91468	-0.023702	-1.1583	0.57732	1	0.24673	0.81815	-0.033658	-1.6448	0.42268	0.98969	0.10001	0.57401
SIRT7	6	0.022984	0.80065	0.70103	0.98958	0.42333	0.83836	-0.016535	-0.57606	0.74227	1	0.56457	0.90739	-0.020649	-0.71938	0.5567	0.98969	0.47191	0.76834
SMARCA1	6	0.035413	1.0282	0.43299	0.98958	0.30386	0.82198	0.013418	0.38964	0.84536	1	0.6968	0.92589	0.096112	2.7906	0.17526	0.98969	0.0052616	0.17012
SMARCA2	6	-0.014911	-0.74707	0.64948	0.98958	0.45502	0.86543	-0.0064607	-0.32373	0.8866	1	0.74614	0.94558	-0.028057	-1.4058	0.48454	0.98969	0.15978	0.57401
SMARCA4	6	0.07192	1.54	0.12371	0.98958	0.12356	0.66587	0.099873	2.1387	0.13402	1	0.032463	0.67217	0.020181	0.43217	0.75258	0.98969	0.66562	0.87426
SMARCA5	6	0.024433	0.57516	0.63918	0.98958	0.56518	0.91468	-0.010083	-0.2374	0.82474	1	0.81235	0.94937	-0.027521	-0.64791	0.48454	0.98969	0.51704	0.79608
SMARCAD1	6	0.071588	1.8598	0.13402	0.98958	0.062912	0.51158	0.084461	2.1945	0.14433	1	0.028203	0.67217	0.054705	1.4213	0.38144	0.98969	0.15522	0.57401
SMARCAL1	6	0.0099768	0.36779	0.94845	0.98958	0.71303	0.98237	-0.016185	-0.59673	0.74227	1	0.55069	0.90536	0.012824	0.47277	0.86598	0.98969	0.63638	0.87426
SMARCB1	6	-0.016639	-0.47886	0.64948	0.98958	0.63204	0.92593	-0.04899	-1.4101	0.27835	1	0.15852	0.76882	0.010223	0.29421	0.90722	0.98969	0.7686	0.91078
SMARCC1	6	-0.0039033	-0.092354	0.80412	0.98958	0.92642	0.99093	0.026064	0.61674	0.63918	1	0.53741	0.90013	-0.06344	-1.5012	0.27835	0.98969	0.13331	0.57401
SMARCC2	6	-0.033789	-1.006	0.43299	0.98958	0.3144	0.82198	-0.035451	-1.0556	0.40206	1	0.29115	0.81815	0.028455	0.8472	0.64948	0.98969	0.39688	0.76834
SMARCD1	6	0.025851	0.90628	0.58763	0.98958	0.36479	0.82198	-0.030803	-1.08	0.47423	1	0.28013	0.81815	-0.028868	-1.0121	0.47423	0.98969	0.31147	0.68664
SMARCD2	6	-0.0034407	-0.093003	0.81443	0.98958	0.9259	0.99093	0.038416	1.0384	0.47423	1	0.29906	0.81815	0.043999	1.1893	0.46392	0.98969	0.23431	0.64939
SMARCD3	6	0.026755	0.85997	0.56701	0.98958	0.38981	0.82198	-0.015776	-0.50714	0.74227	1	0.61205	0.91337	-0.016232	-0.52177	0.59794	0.98969	0.60183	0.85849
SMARCE1	6	-0.052731	-0.96306	0.31959	0.98958	0.33552	0.82198	-0.053272	-0.97304	0.21649	1	0.33053	0.81815	0.018939	0.3459	0.75258	0.98969	0.72942	0.88442
SET	6	0.033884	1.2984	0.46392	0.98958	0.19414	0.75619	0.027858	1.0676	0.57732	1	0.28569	0.81815	-0.014913	-0.57151	0.61856	0.98969	0.56766	0.82183
SETBP1	6	0.00050819	0.024169	0.86598	0.98958	0.98072	0.99093	0.013676	0.65047	0.84536	1	0.51539	0.89272	0.004863	0.2313	0.96907	0.98969	0.81709	0.91223
SETD1A	6	-0.031453	-1.0566	0.45361	0.98958	0.29069	0.82198	-0.035877	-1.2053	0.40206	1	0.22807	0.81815	-0.041926	-1.4085	0.37113	0.98969	0.15897	0.57401
SETD1B	6	0.010703	0.25169	0.94845	0.98958	0.80128	0.99093	0.006551	0.15407	0.97938	1	0.87756	0.98454	0.030473	0.71664	0.62887	0.98969	0.4736	0.76834
SETD2	6	0.071651	1.6302	0.13402	0.98958	0.10306	0.62477	0.03988	0.90748	0.46392	1	0.36415	0.81815	0.046027	1.0473	0.4433	0.98969	0.29496	0.68121
SETD3	6	-0.014548	-0.53007	0.65979	0.98958	0.59606	0.91672	-0.03485	-1.27	0.41237	1	0.20409	0.81815	0.0070472	0.25679	0.98969	0.98969	0.79734	0.91078
SETD4	6	-0.02725	-0.80036	0.49485	0.98958	0.4235	0.83836	0.014732	0.43273	0.84536	1	0.66521	0.92589	0.013342	0.3919	0.84536	0.98969	0.69513	0.88442
SETD5	6	0.029694	0.59719	0.53608	0.98958	0.55038	0.91468	0.047388	0.95312	0.36082	1	0.34053	0.81815	0.065027	1.3078	0.31959	0.98969	0.19094	0.59253
SETD6	6	-0.066386	-1.9863	0.25773	0.98958	0.046996	0.51158	-0.042562	-1.2736	0.31959	1	0.20281	0.81815	-0.014792	-0.44259	0.61856	0.98969	0.65806	0.87426
SETD7	6	0.0071024	0.13436	0.97938	0.98958	0.89312	0.99093	0.0077761	0.14712	0.96907	1	0.88304	0.98454	0.013521	0.2558	0.84536	0.98969	0.79811	0.91078
SETD8	4	0.0095157	0.21106	0.91753	0.98958	0.83284	0.99093	0.035995	0.79846	0.47423	1	0.4246	0.82373	0.0023653	0.052468	0.94845	0.98969	0.95816	0.97833
SETD9	6	-0.0091525	-0.30674	0.73196	0.98958	0.75904	0.98237	-0.016105	-0.5398	0.74227	1	0.58934	0.90739	-0.0077919	-0.26115	0.7732	0.98969	0.79398	0.91078
SETDB1	6	0.013667	0.46831	0.91753	0.98958	0.63956	0.92593	0.0090472	0.31004	0.94845	1	0.75653	0.94558	-0.020288	-0.69524	0.5567	0.98969	0.4869	0.77426
SETDB2	6	0.019414	0.50395	0.7732	0.98958	0.6143	0.91672	0.023709	0.6155	0.70103	1	0.53822	0.90013	0.091326	2.3706	0.20619	0.98969	0.017757	0.19648
BRD1	6	0.032137	0.6816	0.49485	0.98958	0.49549	0.89005	0.068638	1.4559	0.21649	1	0.14543	0.74247	0.10995	2.332	0.13402	0.98969	0.019703	0.19648
BRD2	6	0.075673	1.4957	0.1134	0.98958	0.13472	0.68778	0.065637	1.2975	0.2268	1	0.19445	0.81815	0.036804	0.72753	0.5567	0.98969	0.4669	0.76834
BRD3	6	-0.027156	-0.76401	0.49485	0.98958	0.44486	0.86303	-0.043814	-1.2328	0.30928	1	0.21763	0.81815	-0.015294	-0.43032	0.60825	0.98969	0.66696	0.87426
BRD4	6	0.081842	1.3935	0.072165	0.98958	0.16348	0.75512	-0.10206	-1.7381	0.010309	0.16667	0.082188	0.67217	0.085679	1.4588	0.2268	0.98969	0.14461	0.57401
BRD7	6	0.047772	0.86814	0.24742	0.98958	0.38532	0.82198	0.099588	1.8099	0.13402	1	0.070319	0.67217	0.089727	1.6306	0.20619	0.98969	0.10298	0.57401
BRD8	6	0.050862	1.8704	0.21649	0.98958	0.061424	0.51158	-0.013948	-0.51299	0.7732	1	0.60795	0.91337	-0.0018549	-0.068219	0.86598	0.98969	0.94561	0.97579
BRD9	6	0.049794	2.2496	0.2268	0.98958	0.024477	0.51158	-0.0075896	-0.34293	0.8866	1	0.73165	0.94558	0.0018553	0.083827	0.91753	0.98969	0.93319	0.97579
DNMT1	6	-0.0030384	-0.068556	0.82474	0.98958	0.94534	0.99093	-0.1274	-2.8751	0	0	0.0040393	0.39181	-0.10221	-2.3066	0.19588	0.98969	0.02108	0.19648
DNMT3A	6	-0.0045774	-0.11916	0.80412	0.98958	0.90515	0.99093	-0.071793	-1.8692	0.092784	1	0.061601	0.67217	-0.054761	-1.4256	0.29897	0.98969	0.15397	0.57401
DNMT3B	6	-0.012975	-0.50582	0.70103	0.98958	0.61298	0.91672	-0.040114	-1.5641	0.35052	1	0.1178	0.67217	-0.034827	-1.3578	0.41237	0.98969	0.17451	0.59253
DNMT3L	6	-0.067993	-2.1843	0.2268	0.98958	0.028941	0.51158	-0.027627	-0.88758	0.53608	1	0.37477	0.81815	-0.050362	-1.618	0.31959	0.98969	0.10567	0.57401
KMT2A	6	0.029196	0.86324	0.54639	0.98958	0.388	0.82198	0.0023585	0.069742	0.96907	1	0.9444	0.98522	-0.03932	-1.1627	0.38144	0.98969	0.24494	0.65999
KMT2B	6	0.049365	1.0459	0.23711	0.98958	0.29562	0.82198	0.010448	0.22139	0.91753	1	0.82479	0.95244	0.049548	1.0498	0.40206	0.98969	0.29381	0.68121
KMT2C	6	-0.016117	-0.34506	0.64948	0.98958	0.73005	0.98237	0.044875	0.96082	0.39175	1	0.33664	0.81815	0.074371	1.5922	0.24742	0.98969	0.11133	0.57401
KMT2D	6	0.071548	1.3248	0.13402	0.98958	0.18522	0.75619	0.088984	1.6478	0.14433	1	0.099389	0.67217	0.12307	2.2789	0.1134	0.98969	0.022675	0.19648
KMT2E	6	0.066341	1.403	0.15464	0.98958	0.1606	0.75512	0.03868	0.81812	0.46392	1	0.41329	0.81815	0.06094	1.2889	0.35052	0.98969	0.19744	0.59253
BCL6	6	0.021927	0.8811	0.72165	0.98958	0.37826	0.82198	0.024848	0.99858	0.6701	1	0.318	0.81815	0.0086295	0.34679	0.96907	0.98969	0.72875	0.88442
EZH1	6	-0.044513	-1.2017	0.36082	0.98958	0.22948	0.795	-0.061144	-1.6509	0.16495	1	0.098767	0.67217	0.026446	0.71394	0.6701	0.98969	0.47526	0.76834
EZH2	6	-0.0053735	-0.097763	0.80412	0.98958	0.92212	0.99093	0.019594	0.35651	0.79381	1	0.72146	0.94558	-0.031571	-0.57442	0.4433	0.98969	0.56568	0.82183
JARID2	6	0.057005	1.6487	0.16495	0.98958	0.099208	0.62477	0.0087872	0.25418	0.94845	1	0.79936	0.94558	0.037862	1.0951	0.5567	0.98969	0.27346	0.68014
DOT1L	6	-0.045961	-1.1354	0.35052	0.98958	0.25619	0.80678	-0.027103	-0.66962	0.53608	1	0.5031	0.88728	-0.09363	-2.3133	0.20619	0.98969	0.020707	0.19648
EED	6	-0.0094627	-0.31248	0.73196	0.98958	0.75468	0.98237	0.0079101	0.26123	0.95876	1	0.79391	0.94558	0.0011282	0.037257	0.90722	0.98969	0.97028	0.98039
SUZ12	6	-0.035039	-0.89621	0.43299	0.98958	0.37014	0.82198	-0.010147	-0.25956	0.82474	1	0.7952	0.94558	-0.040229	-1.029	0.37113	0.98969	0.30347	0.68458
AEBP1	6	0.014206	0.35048	0.90722	0.98958	0.72598	0.98237	-0.034119	-0.84187	0.41237	1	0.39986	0.81815	-0.014503	-0.35782	0.62887	0.98969	0.72048	0.88442
AEBP2	6	0.034959	0.70004	0.4433	0.98958	0.4839	0.88563	-0.041111	-0.82336	0.3299	1	0.41031	0.81815	-0.033759	-0.67608	0.42268	0.98969	0.49899	0.78068
RBBP4	6	-0.00080098	-0.027594	0.84536	0.98958	0.97799	0.99093	-0.034228	-1.1793	0.41237	1	0.23827	0.81815	-0.0052652	-0.1814	0.81443	0.98969	0.85606	0.933
PHF1	6	0.0026596	0.077983	0.94845	0.98958	0.93784	0.99093	-0.0016753	-0.049127	0.92784	1	0.96082	0.98522	0.012457	0.36528	0.86598	0.98969	0.71491	0.88442
EP300	6	-0.10026	-1.8572	0.13402	0.98958	0.063288	0.51158	0.11202	2.0749	0.10309	1	0.037997	0.67217	0.08668	1.6055	0.21649	0.98969	0.10838	0.57401
ASH1L	6	0.10118	2.08	0.041237	0.98958	0.03753	0.51158	0.07703	1.5836	0.17526	1	0.11327	0.67217	0.061251	1.2592	0.35052	0.98969	0.20795	0.59328
EHMT1	6	0.0074043	0.24154	0.97938	0.98958	0.80914	0.99093	-0.027128	-0.88507	0.53608	1	0.37612	0.81815	-0.022987	-0.74991	0.53608	0.98969	0.45331	0.76834
EHMT2	6	-0.014882	-0.42387	0.65979	0.98958	0.67166	0.95811	-0.027142	-0.77313	0.53608	1	0.43945	0.83581	0.046397	1.3214	0.4433	0.98969	0.18635	0.59253
PRDM2	6	0.053469	1.2742	0.16495	0.98958	0.20261	0.75619	0.082255	1.9603	0.14433	1	0.049963	0.67217	0.061755	1.4717	0.35052	0.98969	0.14111	0.57401
NSD1	6	0.006447	0.15349	0.98969	0.98969	0.87801	0.99093	0.075268	1.7921	0.17526	1	0.073122	0.67217	0.082448	1.9629	0.2268	0.98969	0.049654	0.37049
SOX9	6	-0.37645	-2.5191	0	0	0.011767	0.38046	-0.2395	-1.6026	0	0	0.10902	0.67217	-0.64275	-4.3024	0	0	1.6895e-05	0.00081943
PROM1	6	0.00083869	0.15483	0.87629	0.98958	0.87696	0.99093	-0.0046335	-0.85545	0.90722	1	0.3923	0.81815	-0.0041667	-0.76924	0.82474	0.98969	0.44175	0.76834
KRT20	6	0.040933	0.15123	0.34021	0.98958	0.87979	0.99093	0.54568	2.0154	0	0	0.043863	0.67217	0.62515	2.3087	0	0	0.02096	0.19648
LRIG1	6	0.0038602	0.57427	0.97938	0.98958	0.56578	0.91468	0.011386	1.694	0.89691	1	0.090266	0.67217	0.017101	2.5442	0.78351	0.98969	0.010953	0.19648
CTRL0001	1	-0.002765	-0.50913	0.93814	0.98958	0.61066	0.91672	-0.0022467	-0.41393	0.92784	1	0.67892	0.92589	-0.001248	-0.22988	0.94845	0.98969	0.81819	0.91223
CTRL0002	1	-0.0039442	-0.38064	0.91753	0.98958	0.70347	0.98237	-0.0056287	-0.54355	0.85567	1	0.58675	0.90739	-0.0095241	-0.91949	0.84536	0.98969	0.35784	0.73852
CTRL0003	1	-0.007815	-0.95559	0.8866	0.98958	0.33928	0.82198	0.0032303	0.39521	0.97938	1	0.69269	0.92589	0.0016223	0.19843	0.98969	0.98969	0.84271	0.92889
CTRL0004	1	-1.0115e-05	-0.0014946	0.97938	0.98958	0.99881	0.99881	0.0027134	0.40116	0.98969	1	0.6883	0.92589	0.0057751	0.85357	0.95876	0.98969	0.39334	0.76834
CTRL0005	1	-0.0010721	-0.12148	0.95876	0.98958	0.90331	0.99093	-0.0062504	-0.70867	0.83505	1	0.47853	0.8758	0.0071363	0.80883	0.89691	0.98969	0.41861	0.76834
CTRL0006	1	-0.010133	-1.095	0.85567	0.98958	0.27353	0.82198	-0.00088984	-0.096216	0.94845	1	0.92335	0.98522	-0.00069603	-0.075238	0.94845	0.98969	0.94003	0.97579
CTRL0007	1	0.015031	1.1636	0.7732	0.98958	0.24457	0.80678	0.0010762	0.083376	0.98969	1	0.93355	0.98522	0.0017725	0.13728	0.98969	0.98969	0.89081	0.94954
CTRL0008	1	-0.0032838	-0.30605	0.91753	0.98958	0.75956	0.98237	0.0074029	0.69034	0.89691	1	0.48998	0.88015	-0.0092092	-0.85862	0.86598	0.98969	0.39055	0.76834
CTRL0009	1	-0.0012377	-0.21085	0.95876	0.98958	0.83301	0.99093	-0.0017018	-0.2901	0.93814	1	0.77174	0.94558	0.0042442	0.72327	0.97938	0.98969	0.46951	0.76834
CTRL0010	1	0.0089912	0.84125	0.86598	0.98958	0.40021	0.82597	-0.0028453	-0.26639	0.91753	1	0.78994	0.94558	0.0077265	0.72316	0.87629	0.98969	0.46958	0.76834
ROSA26	10	0.0036718	1.1315	0.94845	0.98958	0.25784	0.80678	0.0014114	0.43497	0.91753	1	0.66358	0.92589	0.0034301	1.0571	0.94845	0.98969	0.29047	0.68121
CCR5	10	0.0050476	0.9581	0.93814	0.98958	0.33801	0.82198	-0.0048588	-0.92233	0.82474	1	0.35636	0.81815	0.00011389	0.021618	0.89691	0.98969	0.98275	0.98275
AAVS1	10	0.013607	2.9415	0.74227	0.98958	0.0032666	0.15843	0.0021349	0.46152	0.92784	1	0.64442	0.92589	0.0042838	0.92605	0.97938	0.98969	0.35442	0.73852
EGFP	6	0.04376	0.15385	0.28866	0.98958	0.87773	0.99093	0.54836	1.9273	0	0	0.053943	0.67217	0.64089	2.2522	0	0	0.024307	0.19648
mKate2	6	-0.73181	-3.4942	0	0	0.00047555	0.046128	-0.15375	-0.73387	0	0	0.46303	0.86373	-1.1076	-5.2909	0	0	1.2169e-07	1.1804e-05
