Gene	sgRNA	L6_F1|beta	L6_F1|z	L6_F1|p-value	L6_F1|fdr	L6_F1|wald-p-value	L6_F1|wald-fdr	L6_F2|beta	L6_F2|z	L6_F2|p-value	L6_F2|fdr	L6_F2|wald-p-value	L6_F2|wald-fdr	L6_F4|beta	L6_F4|z	L6_F4|p-value	L6_F4|fdr	L6_F4|wald-p-value	L6_F4|wald-fdr
SIRT1	6	0.058676	1.8258	0.41237	0.98876	0.067886	0.79132	0.00030409	0.0094621	0.8866	0.97895	0.99245	0.99245	-0.0071759	-0.22327	0.91753	1	0.82333	0.9622
SIRT2	6	-0.063487	-1.1141	0.1134	0.73913	0.26524	0.8576	-0.10631	-1.8656	0.072165	0.77778	0.062093	0.41583	-0.00067064	-0.011768	0.95876	1	0.99061	0.99061
SIRT3	6	-0.03382	-0.57493	0.29897	0.98876	0.56534	0.96655	0.033094	0.56252	0.64948	0.97895	0.57376	0.83067	-0.0022693	-0.038571	1	1	0.96923	0.99061
SIRT4	6	-0.045614	-1.183	0.16495	0.73913	0.23682	0.8576	-0.022971	-0.59571	0.60825	0.97895	0.55137	0.82912	0.005787	0.15006	0.89691	1	0.88072	0.99061
SIRT5	6	-0.038139	-1.1322	0.25773	0.96154	0.25754	0.8576	-0.029521	-0.87637	0.53608	0.97895	0.38083	0.75388	0.025428	0.7548	0.65979	1	0.45037	0.70169
SIRT6	6	0.0040585	0.11836	0.81443	0.98876	0.90578	0.96655	0.0073475	0.21427	0.94845	0.97895	0.83034	0.94756	0.072703	2.1199	0.2268	0.91667	0.034016	0.21997
SIRT7	6	-0.0036211	-0.090444	0.63918	0.98876	0.92793	0.96655	-0.0039602	-0.098909	0.84536	0.97895	0.92121	0.99245	0.094733	2.3657	0.12371	0.75	0.017996	0.18454
SMARCA1	6	0.041743	1.1285	0.62887	0.98876	0.25909	0.8576	0.053001	1.4328	0.47423	0.97895	0.15191	0.5575	0.082007	2.2168	0.19588	0.91667	0.026635	0.18454
SMARCA2	6	0.010203	0.22871	0.89691	0.98876	0.81909	0.96655	-0.012752	-0.28586	0.72165	0.97895	0.77499	0.91675	-0.00076126	-0.017063	0.95876	1	0.98639	0.99061
SMARCA4	6	0.12037	1.6047	0.12371	0.73913	0.10855	0.80996	0.096623	1.2881	0.19588	0.95	0.1977	0.58113	0.083856	1.1178	0.18557	0.91667	0.26364	0.60887
SMARCA5	6	0.032978	0.75751	0.75258	0.98876	0.44874	0.90684	0.046657	1.0716	0.52577	0.97895	0.28388	0.70607	0.0033134	0.076099	0.93814	1	0.93934	0.99061
SMARCAD1	6	0.03661	0.66865	0.6701	0.98876	0.50372	0.93962	0.0925	1.6893	0.19588	0.95	0.091158	0.45978	0.093207	1.7021	0.12371	0.75	0.088737	0.37424
SMARCAL1	6	0.05423	0.98954	0.47423	0.98876	0.3224	0.8654	0.037075	0.67648	0.59794	0.97895	0.49874	0.81996	0.12407	2.2635	0.020619	0.22222	0.023603	0.18454
SMARCB1	6	0.097481	1.5019	0.17526	0.73913	0.13311	0.8576	0.12588	1.9393	0.12371	0.85714	0.05246	0.41583	0.12418	1.9131	0.020619	0.22222	0.05574	0.28457
SMARCC1	6	-0.012342	-0.25125	0.52577	0.98876	0.80162	0.96655	-0.002479	-0.050462	0.86598	0.97895	0.95975	0.99245	0.030429	0.61934	0.56701	1	0.53569	0.76415
SMARCC2	6	-0.021019	-0.60677	0.4433	0.98876	0.544	0.96655	0.0017903	0.051677	0.89691	0.97895	0.95879	0.99245	-0.010503	-0.30315	0.86598	1	0.76178	0.93734
SMARCD1	6	0.045764	1.1512	0.57732	0.98876	0.24963	0.8576	0.065446	1.6463	0.39175	0.97895	0.099706	0.46055	0.040625	1.0218	0.49485	1	0.30685	0.63109
SMARCD2	6	-0.050548	-1.3799	0.12371	0.73913	0.16763	0.8576	0.0016489	0.045008	0.89691	0.97895	0.9641	0.99245	-0.053477	-1.4596	0.37113	1	0.14439	0.4518
SMARCD3	6	0.030317	0.83265	0.7732	0.98876	0.40504	0.90684	-0.011084	-0.30443	0.75258	0.97895	0.7608	0.91675	0.037591	1.0323	0.52577	1	0.30192	0.63109
SMARCE1	6	-0.0069177	-0.11252	0.5567	0.98876	0.91041	0.96655	0.022631	0.36807	0.7732	0.97895	0.71282	0.89782	-0.036817	-0.59876	0.61856	1	0.54933	0.76699
SET	6	0.039319	0.78476	0.64948	0.98876	0.43259	0.90684	0.096243	1.9208	0.19588	0.95	0.054761	0.41583	-0.0022713	-0.045328	1	1	0.96385	0.99061
SETBP1	6	-0.03582	-0.8687	0.28866	0.98876	0.38501	0.90684	0.031739	0.76965	0.68041	0.97895	0.44151	0.76939	-0.041114	-0.99693	0.54639	1	0.3188	0.63109
SETD1A	6	0.1024	2.1728	0.17526	0.73913	0.029797	0.79132	0.048943	1.0385	0.50515	0.97895	0.29903	0.70746	0.03567	0.75682	0.53608	1	0.44916	0.70169
SETD1B	6	-0.043327	-1.1149	0.19588	0.79167	0.26491	0.8576	-0.054765	-1.4091	0.26804	0.97895	0.1588	0.5575	0.049874	1.2831	0.39175	1	0.19946	0.53477
SETD2	6	0.021677	0.3404	0.89691	0.98876	0.73356	0.96655	0.088193	1.3848	0.2268	0.97895	0.16611	0.5575	0.023219	0.36458	0.6701	1	0.71542	0.93734
SETD3	6	0.0067145	0.12109	0.85567	0.98876	0.90362	0.96655	0.0044428	0.08012	0.92784	0.97895	0.93614	0.99245	0.015385	0.27742	0.75258	1	0.78145	0.93734
SETD4	6	0.063138	1.4015	0.34021	0.98876	0.16106	0.8576	0.041483	0.92079	0.5567	0.97895	0.35716	0.74407	0.066334	1.4723	0.24742	0.92308	0.14095	0.4518
SETD5	6	0.0036296	0.079468	0.81443	0.98876	0.93666	0.96655	0.050744	1.1109	0.49485	0.97895	0.26661	0.69895	0.059845	1.3101	0.28866	1	0.19018	0.53053
SETD6	6	0.024227	0.54507	0.8866	0.98876	0.58571	0.96655	0.061962	1.394	0.42268	0.97895	0.16333	0.5575	-0.0084592	-0.1903	0.90722	1	0.84907	0.98048
SETD7	6	0.012924	0.27388	0.94845	1	0.78417	0.96655	-0.028753	-0.60931	0.53608	0.97895	0.54232	0.82912	-0.053402	-1.1316	0.38144	1	0.25781	0.60887
SETD8	4	-0.0043138	-0.10314	0.73196	0.98876	0.91785	0.96655	0.050313	1.2028	0.54639	0.97895	0.22904	0.63476	0.050698	1.2119	0.51546	1	0.22554	0.56671
SETD9	6	0.020779	0.66956	0.90722	0.98876	0.50314	0.93962	-0.0060566	-0.19516	0.83505	0.97895	0.84527	0.95338	0.02655	0.85543	0.63918	1	0.39231	0.70169
SETDB1	6	0.0083812	0.2151	0.86598	0.98876	0.82969	0.96655	-0.0092569	-0.23757	0.7732	0.97895	0.81221	0.93791	-0.001097	-0.028152	0.97938	1	0.97754	0.99061
SETDB2	6	-0.022274	-0.52	0.43299	0.98876	0.60306	0.96655	-0.07954	-1.8569	0.12371	0.85714	0.063324	0.41583	-0.051659	-1.2059	0.42268	1	0.22785	0.56671
BRD1	6	-0.098606	-1.9137	0.010309	0.25	0.055652	0.79132	-0.022461	-0.43588	0.62887	0.97895	0.66292	0.86775	0.015877	0.30809	0.75258	1	0.75802	0.93734
BRD2	6	0.097657	1.2733	0.17526	0.73913	0.20291	0.8576	-0.10048	-1.3103	0.072165	0.77778	0.19011	0.57627	-0.017575	-0.22914	0.7732	1	0.81876	0.9622
BRD3	6	-0.023255	-0.55246	0.43299	0.98876	0.58064	0.96655	0.026176	0.62179	0.72165	0.97895	0.53408	0.82912	0.031694	0.7528	0.56701	1	0.45157	0.70169
BRD4	6	0.16707	2.9342	0.082474	0.73913	0.0033437	0.21017	0.049019	0.86095	0.50515	0.97895	0.38926	0.75517	-0.02872	-0.50441	0.65979	1	0.61397	0.82716
BRD7	6	-0.026848	-0.68881	0.41237	0.98876	0.49094	0.93962	0.053909	1.383	0.47423	0.97895	0.16668	0.5575	0.04952	1.2703	0.40206	1	0.20399	0.53477
BRD8	6	-0.074165	-1.4354	0.041237	0.66667	0.15118	0.8576	-0.12558	-2.4304	0.020619	0.28571	0.015083	0.34712	0.076652	1.4832	0.2268	0.91667	0.13803	0.4518
BRD9	6	0.016133	0.39739	0.97938	1	0.69108	0.96655	0.053769	1.3244	0.47423	0.97895	0.18537	0.57627	0.07254	1.7866	0.2268	0.91667	0.074	0.32627
DNMT1	6	0.051142	1.1162	0.51546	0.98876	0.26434	0.8576	0.10084	2.2006	0.17526	0.95	0.027765	0.38199	-0.01565	-0.34153	0.79381	1	0.7327	0.93734
DNMT3A	6	-0.020509	-0.36851	0.45361	0.98876	0.71249	0.96655	-0.074275	-1.3346	0.18557	0.95	0.18202	0.57627	-0.082816	-1.488	0.20619	0.91667	0.13676	0.4518
DNMT3B	6	-0.0081459	-0.18036	0.54639	0.98876	0.85687	0.96655	-0.021349	-0.47269	0.63918	0.97895	0.63643	0.86775	-0.04069	-0.90088	0.5567	1	0.36765	0.68582
DNMT3L	6	-0.0083362	-0.25385	0.54639	0.98876	0.79961	0.96655	-0.019356	-0.5894	0.64948	0.97895	0.55559	0.82912	-0.042903	-1.3064	0.53608	1	0.19143	0.53053
KMT2A	6	0.049445	0.96867	0.53608	0.98876	0.33271	0.8654	0.089928	1.7617	0.20619	0.95238	0.078126	0.43429	-0.037746	-0.73944	0.59794	1	0.45964	0.70169
KMT2B	6	-0.012246	-0.22409	0.53608	0.98876	0.82269	0.96655	-0.07646	-1.3991	0.16495	0.95	0.16177	0.5575	-0.099638	-1.8232	0.1134	0.75	0.06828	0.32627
KMT2C	6	0.042129	0.52002	0.62887	0.98876	0.60305	0.96655	-0.17422	-2.1506	0	0	0.031504	0.38199	-0.24886	-3.0719	0	0	0.0021267	0.041258
KMT2D	6	0.03359	0.51146	0.74227	0.98876	0.60903	0.96655	-0.080777	-1.23	0.12371	0.85714	0.2187	0.62394	-0.14618	-2.2258	0.020619	0.22222	0.026028	0.18454
KMT2E	6	-0.00080064	-0.017418	0.70103	0.98876	0.9861	0.9861	0.035173	0.76514	0.61856	0.97895	0.44419	0.76939	-0.0054286	-0.11809	0.93814	1	0.906	0.99061
BCL6	6	0.024185	0.57212	0.8866	0.98876	0.56724	0.96655	0.0029496	0.069771	0.90722	0.97895	0.94438	0.99245	0.086404	2.0436	0.15464	0.88235	0.040994	0.23391
EZH1	6	-0.024265	-0.60809	0.42268	0.98876	0.54313	0.96655	0.039425	0.98791	0.59794	0.97895	0.3232	0.74407	-0.036972	-0.9264	0.61856	1	0.35424	0.67375
EZH2	6	-0.059756	-1.1422	0.1134	0.73913	0.25339	0.8576	-0.0409	-0.7817	0.38144	0.97895	0.43439	0.76939	-0.036797	-0.70323	0.61856	1	0.48191	0.71916
JARID2	6	0.013272	0.3464	0.95876	1	0.72905	0.96655	-0.023493	-0.61312	0.60825	0.97895	0.5398	0.82912	0.055147	1.4391	0.30928	1	0.15013	0.45507
DOT1L	6	-0.001835	-0.031878	0.69072	0.98876	0.97457	0.98472	0.0018102	0.031447	0.89691	0.97895	0.97491	0.99245	-0.039188	-0.68075	0.59794	1	0.49603	0.71927
EED	6	-0.010207	-0.31881	0.54639	0.98876	0.74987	0.96655	-0.012116	-0.37841	0.72165	0.97895	0.70512	0.89782	-0.026074	-0.81432	0.68041	1	0.41546	0.70169
SUZ12	6	0.10048	1.7416	0.17526	0.73913	0.081579	0.79132	0.055435	0.96079	0.46392	0.97895	0.33666	0.74407	0.015911	0.27577	0.75258	1	0.78273	0.93734
AEBP1	6	0.075403	1.7475	0.25773	0.96154	0.080545	0.79132	0.049848	1.1552	0.50515	0.97895	0.24799	0.66819	0.099582	2.3076	0.082474	0.66667	0.021021	0.18454
AEBP2	6	-0.051286	-1.0052	0.12371	0.73913	0.31481	0.8654	-0.027246	-0.53398	0.53608	0.97895	0.59336	0.8464	-0.0060079	-0.11774	0.92784	1	0.90628	0.99061
RBBP4	6	-0.049219	-1.2008	0.13402	0.73913	0.22984	0.8576	0.032048	0.78178	0.6701	0.97895	0.43434	0.76939	-0.0022513	-0.054917	1	1	0.9562	0.99061
PHF1	6	0.054388	1.0124	0.46392	0.98876	0.31137	0.8654	0.077804	1.4481	0.25773	0.97895	0.14759	0.5575	0.12879	2.3967	0.020619	0.22222	0.016542	0.18454
EP300	6	0.018367	0.19253	0.94845	1	0.84733	0.96655	-0.19676	-2.0627	0	0	0.03914	0.41142	-0.32181	-3.3738	0	0	0.00074141	0.017979
ASH1L	6	0.0066833	0.14544	0.85567	0.98876	0.88436	0.96655	-0.0662	-1.4407	0.23711	0.97895	0.14967	0.5575	-0.024131	-0.5251	0.74227	1	0.59951	0.81905
EHMT1	6	-0.098916	-1.658	0.010309	0.25	0.09731	0.80996	-0.025902	-0.43414	0.54639	0.97895	0.66419	0.86775	0.040545	0.67951	0.49485	1	0.49682	0.71927
EHMT2	6	-0.016385	-0.27402	0.49485	0.98876	0.78407	0.96655	0.017624	0.29473	0.90722	0.97895	0.7682	0.91675	0.12449	2.0816	0.020619	0.22222	0.037377	0.2266
PRDM2	6	0.015698	0.24262	1	1	0.8083	0.96655	0.11729	1.8126	0.12371	0.85714	0.069894	0.42373	0.06617	1.0226	0.24742	0.92308	0.30651	0.63109
NSD1	6	-0.015424	-0.2561	0.50515	0.98876	0.79787	0.96655	-0.015137	-0.25132	0.69072	0.97895	0.80157	0.93677	-0.019225	-0.31917	0.76289	1	0.7496	0.93734
SOX9	6	0.37376	1.7709	0.010309	0.25	0.076578	0.79132	0.55329	2.6211	0	0	0.0087652	0.28341	-0.004961	-0.02351	0.94845	1	0.98124	0.99061
PROM1	6	0.014218	1.6222	0.96907	1	0.10476	0.80996	0.015316	1.7473	0.95876	0.97895	0.080589	0.43429	0.023512	2.6822	0.6701	1	0.0073147	0.11825
KRT20	6	0.13071	0.9561	0.10309	0.73913	0.33902	0.8654	-0.3867	-2.8295	0	0	0.0046614	0.24836	-0.58019	-4.2457	0	0	2.179e-05	0.0013357
LRIG1	6	-0.01503	-2.0852	0.51546	0.98876	0.037048	0.79132	-0.0064892	-0.90027	0.83505	0.97895	0.36798	0.74407	0.014053	1.9494	0.79381	1	0.051246	0.27616
CTRL0001	1	0.012585	0.34333	0.86598	0.98876	0.73135	0.96655	0.015578	0.42486	0.90722	0.97895	0.67094	0.86775	0.040382	1.1006	0.73196	1	0.27105	0.61145
CTRL0002	1	-0.0021294	-0.15005	0.90722	0.98876	0.88072	0.96655	0.012775	0.89985	0.94845	0.97895	0.3682	0.74407	0.01095	0.77088	0.93814	1	0.44078	0.70169
CTRL0003	1	0.0099028	0.28597	0.90722	0.98876	0.7749	0.96655	0.011904	0.34366	0.98969	0.98969	0.7311	0.89782	0.039585	1.1421	0.75258	1	0.25341	0.60887
CTRL0004	1	0.059041	0.90249	0.51546	0.98876	0.36679	0.90684	0.054079	0.82634	0.56701	0.97895	0.40861	0.76939	0.0041735	0.063744	0.86598	1	0.94917	0.99061
CTRL0005	1	0.0027988	0.079613	0.98969	1	0.93655	0.96655	0.027981	0.79559	0.79381	0.97895	0.42627	0.76939	0.032902	0.93503	0.83505	1	0.34977	0.67375
CTRL0006	1	0.015242	0.37725	0.83505	0.98876	0.70599	0.96655	0.017698	0.43791	0.89691	0.97895	0.66145	0.86775	0.043806	1.0833	0.69072	1	0.2787	0.6144
CTRL0007	1	0.036673	0.72099	0.71134	0.98876	0.47092	0.93222	0.048488	0.95287	0.61856	0.97895	0.34066	0.74407	0.014926	0.29319	0.97938	1	0.76938	0.93734
CTRL0008	1	0.019383	0.80567	0.80412	0.98876	0.42043	0.90684	0.013733	0.57067	0.92784	0.97895	0.56822	0.83067	0.017674	0.73396	1	1	0.46297	0.70169
CTRL0009	1	0.033926	0.81645	0.72165	0.98876	0.41424	0.90684	0.029682	0.71407	0.79381	0.97895	0.47518	0.79748	0.024645	0.59253	0.93814	1	0.5535	0.76699
CTRL0010	1	0.0067671	0.21329	0.96907	1	0.8311	0.96655	0.029381	0.92566	0.79381	0.97895	0.35462	0.74407	0.024912	0.78444	0.92784	1	0.43278	0.70169
ROSA26	10	0.00037629	0.048831	0.59794	0.98876	0.96105	0.98129	0.014257	1.8501	0.85567	0.97895	0.064304	0.41583	0.029157	3.7833	0.54639	1	0.00015473	0.005003
CCR5	10	0.0079614	1.052	0.82474	0.98876	0.29278	0.8654	0.015358	2.0294	0.82474	0.97895	0.042415	0.41142	0.011442	1.5119	0.81443	1	0.13055	0.4518
AAVS1	10	0.011332	1.3227	0.89691	0.98876	0.18592	0.8576	0.020286	2.3678	0.74227	0.97895	0.017893	0.34712	0.013233	1.5445	0.78351	1	0.12246	0.4518
EGFP	6	0.11497	0.77596	0.12371	0.73913	0.43778	0.90684	-0.41459	-2.7993	0	0	0.0051207	0.24836	-0.62093	-4.1929	0	0	2.7541e-05	0.0013357
mKate2	6	1.0443	1.7885	0	0	0.073692	0.79132	0.97549	1.6706	0	0	0.0948	0.45978	-0.034866	-0.059736	0.63918	1	0.95237	0.99061
