Gene	sgRNA	L5_F2|beta	L5_F2|z	L5_F2|p-value	L5_F2|fdr	L5_F2|wald-p-value	L5_F2|wald-fdr	L5_F3|beta	L5_F3|z	L5_F3|p-value	L5_F3|fdr	L5_F3|wald-p-value	L5_F3|wald-fdr	L5_F4|beta	L5_F4|z	L5_F4|p-value	L5_F4|fdr	L5_F4|wald-p-value	L5_F4|wald-fdr
SETD4	6	0.014968	0.47387	0.85567	0.97917	0.63559	0.86772	0.00071655	0.022685	0.91753	0.98947	0.9819	0.9993	0.025347	0.80244	0.62887	0.94318	0.4223	0.66069
SETD5	6	0.030897	0.81234	0.53608	0.97917	0.4166	0.83476	0.0015802	0.041545	0.92784	0.98947	0.96686	0.9993	0.048213	1.2676	0.3299	0.94318	0.20496	0.48238
SETD6	6	0.032569	0.87708	0.50515	0.97917	0.38044	0.83476	0.037631	1.0134	0.27835	0.9	0.31088	0.77455	0.052115	1.4034	0.28866	0.94318	0.16049	0.47489
SETD7	6	0.011981	0.31677	0.92784	0.97917	0.75142	0.90277	-0.0019721	-0.052144	0.89691	0.98947	0.95841	0.9993	-0.048273	-1.2764	0.39175	0.94318	0.20182	0.48238
SETD8	4	-0.059048	-1.0737	0.2268	0.97917	0.28295	0.8317	-0.069795	-1.2691	0.23711	0.9	0.2044	0.75059	-0.056899	-1.0346	0.34021	0.94318	0.30084	0.58832
SETD9	6	0.03579	0.85764	0.42268	0.97917	0.39109	0.83476	0.02168	0.51953	0.50515	0.98947	0.60339	0.95114	0.014343	0.34371	0.80412	0.94318	0.73106	0.83427
SETDB1	6	0.035476	0.77114	0.42268	0.97917	0.44062	0.83476	0.025058	0.54469	0.46392	0.98947	0.58597	0.95114	0.033726	0.73309	0.51546	0.94318	0.46351	0.67108
SETDB2	6	0.025725	0.76691	0.59794	0.97917	0.44314	0.83476	0.0075244	0.22432	0.89691	0.98947	0.82251	0.9993	0.02234	0.66599	0.68041	0.94318	0.50542	0.68045
BRD1	6	-0.0046677	-0.10036	0.76289	0.97917	0.92006	0.95963	0.0077799	0.16727	0.89691	0.98947	0.86716	0.9993	-0.024021	-0.51646	0.63918	0.94318	0.60553	0.77285
BRD2	6	0.056454	1.6309	0.17526	0.97917	0.1029	0.5864	0.035532	1.0265	0.28866	0.90323	0.30465	0.77455	-0.0016872	-0.048743	0.92784	0.96774	0.96112	0.96119
BRD3	6	-0.0052115	-0.18854	0.75258	0.97917	0.85045	0.93743	0.041285	1.4935	0.23711	0.9	0.1353	0.69397	-0.01034	-0.37408	0.83505	0.94318	0.70834	0.83427
BRD4	6	-0.013325	-0.22569	0.59794	0.97917	0.82144	0.92651	-0.0023728	-0.040189	0.87629	0.98947	0.96794	0.9993	0.050092	0.8484	0.30928	0.94318	0.39622	0.63618
BRD7	6	0.076605	2.0967	0.020619	0.4	0.036016	0.38817	0.047971	1.313	0.19588	0.9	0.18918	0.74249	0.044835	1.2272	0.36082	0.94318	0.21976	0.49573
BRD8	6	0.011728	0.25334	0.92784	0.97917	0.8	0.9251	0.057196	1.2354	0.1134	0.9	0.21666	0.75059	0.046908	1.0132	0.34021	0.94318	0.31095	0.58832
BRD9	6	0.022236	0.41281	0.65979	0.97917	0.67974	0.86772	0.062806	1.166	0.061856	0.9	0.24363	0.77455	0.13014	2.4158	0.041237	0.8	0.0157	0.14066
DNMT1	6	0.084263	2.1945	0.010309	0.25	0.028199	0.38817	0.03491	0.90918	0.30928	0.9375	0.36325	0.8594	-0.0018685	-0.048663	0.92784	0.96774	0.96119	0.96119
DNMT3A	6	0.052549	0.93327	0.17526	0.97917	0.35068	0.83476	0.074168	1.3172	0.041237	0.8	0.18777	0.74249	0.041275	0.73304	0.39175	0.94318	0.46353	0.67108
DNMT3B	6	0.0087498	0.24564	0.95876	0.97917	0.80596	0.9251	0.036821	1.0337	0.27835	0.9	0.30129	0.77455	0.080768	2.2673	0.072165	0.875	0.02337	0.17438
DNMT3L	6	0.045847	1.2419	0.24742	0.97917	0.21428	0.77624	0.027513	0.74525	0.42268	0.98947	0.45612	0.89623	-0.058988	-1.5979	0.31959	0.94318	0.11006	0.37086
KMT2A	6	0.031484	0.73111	0.52577	0.97917	0.46471	0.83476	-0.047063	-1.0929	0.25773	0.9	0.27444	0.77455	-0.041209	-0.95697	0.47423	0.94318	0.33858	0.60819
KMT2B	6	0.034144	1.1282	0.45361	0.97917	0.25926	0.8317	0.015527	0.51301	0.69072	0.98947	0.60794	0.95114	-0.014678	-0.48497	0.7732	0.94318	0.6277	0.7806
KMT2C	6	-0.0051575	-0.13109	0.75258	0.97917	0.89571	0.95963	-0.0068366	-0.17376	0.74227	0.98947	0.86205	0.9993	-0.030489	-0.77495	0.5567	0.94318	0.43837	0.6705
KMT2D	6	0.014797	0.46266	0.85567	0.97917	0.6436	0.86772	-0.00081874	-0.025599	0.89691	0.98947	0.97958	0.9993	-0.043253	-1.3524	0.4433	0.94318	0.17625	0.47489
KMT2E	6	-0.011001	-0.47063	0.64948	0.97917	0.63791	0.86772	-0.035864	-1.5343	0.36082	0.98947	0.12496	0.69397	0.033382	1.428	0.51546	0.94318	0.15328	0.47489
BCL6	6	0.015901	0.53809	0.84536	0.97917	0.59052	0.86772	-0.0044718	-0.15132	0.81443	0.98947	0.87972	0.9993	0.026833	0.90799	0.62887	0.94318	0.36389	0.60947
EZH1	6	-0.06202	-1.3658	0.18557	0.97917	0.172	0.7394	-0.096497	-2.1251	0.17526	0.9	0.033581	0.40718	0.045594	1.004	0.35052	0.94318	0.31539	0.58832
EZH2	6	0.10193	2.0179	0	0	0.0436	0.42292	0.073479	1.4546	0.041237	0.8	0.14577	0.707	0.035882	0.71034	0.43299	0.94318	0.47749	0.68045
JARID2	6	0.035031	1.0777	0.43299	0.97917	0.28115	0.8317	0.035815	1.1019	0.27835	0.9	0.27053	0.77455	-0.051818	-1.5943	0.37113	0.94318	0.11088	0.37086
DOT1L	6	-0.018813	-0.41594	0.52577	0.97917	0.67745	0.86772	-0.0028598	-0.063227	0.85567	0.98947	0.94959	0.9993	-0.10314	-2.2804	0.13402	0.94318	0.022585	0.17438
EED	6	0.048607	1.5299	0.2268	0.97917	0.12603	0.62079	0.045033	1.4174	0.2268	0.9	0.15636	0.72221	0.054939	1.7292	0.24742	0.94318	0.083772	0.30096
SUZ12	6	-0.044585	-0.80273	0.25773	0.97917	0.42213	0.83476	-0.10359	-1.8651	0.15464	0.9	0.062166	0.48986	-0.099256	-1.7871	0.14433	0.94318	0.073923	0.28758
AEBP1	6	0.063071	1.6246	0.1134	0.97917	0.10425	0.5864	0.038277	0.98596	0.26804	0.9	0.32415	0.78607	0.053644	1.3818	0.25773	0.94318	0.16704	0.47489
AEBP2	6	-0.0013774	-0.038009	0.84536	0.97917	0.96968	0.97628	0.057852	1.5963	0.10309	0.9	0.11041	0.69397	-0.0033416	-0.092209	0.8866	0.95556	0.92653	0.9561
RBBP4	6	0.020801	0.50958	0.68041	0.97917	0.61035	0.86772	-0.0082455	-0.20199	0.71134	0.98947	0.83992	0.9993	-0.0063529	-0.15563	0.85567	0.94318	0.87632	0.91402
PHF1	6	-0.0012005	-0.054857	0.86598	0.97917	0.95625	0.97628	0.017973	0.82122	0.59794	0.98947	0.41152	0.88705	0.042223	1.9292	0.38144	0.94318	0.0537	0.26045
EP300	6	-0.033521	-0.97352	0.35052	0.97917	0.33029	0.83476	-0.051343	-1.4911	0.23711	0.9	0.13593	0.69397	-0.035215	-1.0227	0.51546	0.94318	0.30644	0.58832
ASH1L	6	-0.033784	-1.0847	0.35052	0.97917	0.27806	0.8317	-0.053557	-1.7195	0.23711	0.9	0.085516	0.5925	-0.037096	-1.191	0.49485	0.94318	0.23365	0.51509
EHMT1	6	0.017275	0.51451	0.81443	0.97917	0.6069	0.86772	0.02137	0.63648	0.51546	0.98947	0.52447	0.93137	-0.045785	-1.3637	0.40206	0.94318	0.17267	0.47489
EHMT2	6	0.013241	0.20865	0.87629	0.97917	0.83472	0.93067	0.013501	0.21275	0.76289	0.98947	0.83152	0.9993	-0.068959	-1.0867	0.28866	0.94318	0.27716	0.5601
PRDM2	6	0.030832	0.75945	0.53608	0.97917	0.44758	0.83476	0.053044	1.3066	0.16495	0.9	0.19136	0.74249	-0.011923	-0.2937	0.82474	0.94318	0.76899	0.84764
NSD1	6	0.0043009	0.10895	0.96907	0.97917	0.91324	0.95963	0.0051983	0.13169	0.95876	0.98947	0.89523	0.9993	0.015205	0.38519	0.80412	0.94318	0.70009	0.83427
SOX9	6	-0.33378	-2.1845	0	0	0.028923	0.38817	-0.5085	-3.3286	0	0	0.00087291	0.042336	-0.47599	-3.1156	0	0	0.0018354	0.089017
PROM1	6	0.014416	2.1407	0.85567	0.97917	0.032297	0.38817	0.012736	1.8912	0.7732	0.98947	0.058601	0.48986	0.013488	2.0028	0.81443	0.94318	0.045199	0.23703
KRT20	6	-0.027209	-2.2096	0.42268	0.97917	0.027135	0.38817	-0.036562	-2.9691	0.36082	0.98947	0.0029863	0.096557	-0.015475	-1.2567	0.76289	0.94318	0.20886	0.48238
LRIG1	6	0.018481	1.9108	0.78351	0.97917	0.056036	0.49414	0.022933	2.3711	0.48454	0.98947	0.017737	0.3441	0.020903	2.1612	0.74227	0.94318	0.030681	0.19814
CTRL0001	1	0.028255	1.0376	0.75258	0.97917	0.29947	0.83476	0.01773	0.65105	0.92784	0.98947	0.51501	0.93137	0.0019416	0.0713	0.89691	0.95604	0.94316	0.96119
CTRL0002	1	0.00071837	0.049785	0.82474	0.97917	0.96029	0.97628	0.016344	1.1325	0.94845	0.98947	0.25743	0.77455	0.0050249	0.3482	0.95876	0.96875	0.72769	0.83427
CTRL0003	1	0.013317	0.7983	0.94845	0.97917	0.42469	0.83476	0.01408	0.84396	0.97938	0.98958	0.39869	0.87893	0.0052813	0.31658	0.95876	0.96875	0.75156	0.83795
CTRL0004	1	0.0032349	0.42439	0.8866	0.97917	0.67128	0.86772	-0.006491	-0.8515	0.80412	0.98947	0.39449	0.87893	-0.0024772	-0.32496	0.85567	0.94318	0.74521	0.83795
CTRL0005	1	0.014881	0.90394	0.91753	0.97917	0.36603	0.83476	0.0032262	0.19597	0.93814	0.98947	0.84463	0.9993	0.012646	0.76816	1	1	0.44239	0.6705
CTRL0006	1	0.0082882	0.77762	0.95876	0.97917	0.43679	0.83476	0.0070329	0.65979	0.96907	0.98947	0.50939	0.93137	-0.0052732	-0.49474	0.82474	0.94318	0.62078	0.7806
CTRL0007	1	0.0081059	0.40015	0.94845	0.97917	0.68905	0.86802	-0.014901	-0.7356	0.70103	0.98947	0.46197	0.89623	-0.018372	-0.90696	0.70103	0.94318	0.36443	0.60947
CTRL0008	1	0.0016041	0.30345	0.85567	0.97917	0.76155	0.90277	0.0022818	0.43161	0.91753	0.98947	0.66602	0.9993	-0.0013832	-0.26165	0.86598	0.94382	0.79359	0.85605
CTRL0009	1	0.005608	0.44669	0.89691	0.97917	0.6551	0.86772	-0.0074298	-0.59176	0.80412	0.98947	0.55401	0.94425	-0.011405	-0.90844	0.75258	0.94318	0.36364	0.60947
CTRL0010	1	0.012765	0.66281	0.94845	0.97917	0.50745	0.84566	0.010074	0.52306	0.98969	0.98969	0.60093	0.95114	0.016872	0.87598	0.94845	0.96875	0.38104	0.62646
ROSA26	10	0.017074	2.3576	0.73196	0.97917	0.018393	0.38817	0.018267	2.5223	0.57732	0.98947	0.01166	0.28275	0.01948	2.6899	0.54639	0.94318	0.0071482	0.14066
CCR5	10	0.015085	2.1241	0.80412	0.97917	0.033662	0.38817	0.015763	2.2196	0.61856	0.98947	0.026449	0.39291	0.017286	2.434	0.58763	0.94318	0.014932	0.14066
AAVS1	10	0.014536	2.4638	0.81443	0.97917	0.013747	0.38817	0.012934	2.1924	0.64948	0.98947	0.028354	0.39291	0.015253	2.5855	0.61856	0.94318	0.009725	0.14066
EGFP	6	0.012534	1.8651	0.91753	0.97917	0.062172	0.50256	0.013435	1.9991	0.76289	0.98947	0.045597	0.48497	0.01419	2.1115	0.81443	0.94318	0.034726	0.19814
mKate2	6	-0.79175	-3.0306	0	0	0.0024408	0.23676	-1.0362	-3.9674	0	0	7.265e-05	0.0070471	-1.0606	-4.0609	0	0	4.889e-05	0.0047423
